file,chunk_index,start_token,end_token,agent_text_len,agent_duration_ms,cross_entropy_baseline_bits,cross_entropy_conditioned_bits,bits_saved,percent_saved,agent_calls,gate,candidate_id,budget_id,gate_bits,price_transcript_bits,price_pointer_bits,tool_id_best,tool_snapshot_id,args_hash,output_hash,domain,agent_id,toolset_id,run_id,chunk_id
.\final_bench\enwik8_samples\enwik8_128kb_0,17,8191,8703,1169,155991,1905.037836,1922.386196,-17.348361,-0.910657,38,0,3,1,0,5568,31,none,snap_17,4ff5f29c45570a311d2fcd119c0e7143,4ff5f29c45570a311d2fcd119c0e7143,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:17
.\final_bench\enwik8_samples\enwik8_128kb_0,18,8703,9215,712,25891,1850.248709,1888.919914,-38.671204,-2.090054,3,0,3,0,0,3464,31,none,snap_18,6a6689fa5e98557374b2903c279cbb6c,6a6689fa5e98557374b2903c279cbb6c,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:18
.\final_bench\enwik8_samples\enwik8_128kb_0,19,9215,9727,1137,15896,1747.688488,1779.219941,-31.531453,-1.804180,3,0,3,0,0,5512,31,none,snap_19,95cd38d135ff0ae382da94288a55dca9,95cd38d135ff0ae382da94288a55dca9,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:19
.\final_bench\enwik8_samples\enwik8_128kb_0,20,9727,10239,712,22834,1666.764326,1673.942304,-7.177978,-0.430653,3,0,3,0,0,3464,31,none,snap_20,6a6689fa5e98557374b2903c279cbb6c,6a6689fa5e98557374b2903c279cbb6c,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:20
.\final_bench\enwik8_samples\enwik8_128kb_0,21,10239,10751,712,57227,1715.060844,1762.599425,-47.538580,-2.771831,13,0,3,0,0,3464,31,none,snap_21,6a6689fa5e98557374b2903c279cbb6c,6a6689fa5e98557374b2903c279cbb6c,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:21
.\final_bench\enwik8_samples\enwik8_128kb_0,22,10751,11263,222315,364296,1835.626273,1900.680042,-65.053768,-3.543955,15,0,3,0,0,24496,31,none,snap_22,4f11b867ac33405c3c2ad0700b9b3ffd,4f11b867ac33405c3c2ad0700b9b3ffd,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:22
.\final_bench\enwik8_samples\enwik8_128kb_0,23,11263,11775,188896,342710,1799.821439,1841.876424,-42.054985,-2.336620,15,0,3,1,0,28416,31,none,snap_23,d9428a09944b09df2e2d000d447c06a6,d9428a09944b09df2e2d000d447c06a6,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:23
.\final_bench\enwik8_samples\enwik8_128kb_0,24,11775,12287,1137,22514,2065.931627,2129.591373,-63.659746,-3.081406,3,0,3,0,0,5512,31,none,snap_24,95cd38d135ff0ae382da94288a55dca9,95cd38d135ff0ae382da94288a55dca9,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:24
.\final_bench\enwik8_samples\enwik8_128kb_0,25,12287,12799,1137,17826,2011.800882,2062.518651,-50.717770,-2.521013,3,0,3,0,0,5512,31,none,snap_25,95cd38d135ff0ae382da94288a55dca9,95cd38d135ff0ae382da94288a55dca9,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:25
.\final_bench\enwik8_samples\enwik8_128kb_0,26,12799,13311,90942,326342,1696.772861,1085.197317,611.575544,36.043454,18,1,0,3,5,12432,31,cand_0_bud_3,snap_26,562810f2651d2dd7df9f8767afedc7a1,562810f2651d2dd7df9f8767afedc7a1,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:26
.\final_bench\enwik8_samples\enwik8_128kb_0,27,13311,13823,5041,55411,1888.484977,622.737555,1265.747421,67.024490,12,1,0,3,5,18896,31,cand_0_bud_3,snap_27,20f267033a2bd86f020e72a622f2fe26,20f267033a2bd86f020e72a622f2fe26,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:27
.\final_bench\enwik8_samples\enwik8_128kb_0,28,13823,14335,491,59061,1861.573873,1470.839659,390.734214,20.989455,17,1,0,2,5,2744,31,cand_0_bud_2,snap_28,d9167ef86e40ab7195c8ddfe876a584e,d9167ef86e40ab7195c8ddfe876a584e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:28
.\final_bench\enwik8_samples\enwik8_128kb_0,29,14335,14847,81919,337753,1845.535247,1845.535247,0.000000,0.000000,15,0,3,0,0,192,31,none,snap_29,b0e36af29b698afa66e40f2319228a6e,b0e36af29b698afa66e40f2319228a6e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:29
.\final_bench\enwik8_samples\enwik8_128kb_0,30,14847,15359,1110,53765,1844.514210,865.070709,979.443501,53.100350,12,1,0,2,5,5152,31,cand_0_bud_2,snap_30,015ca483930905b6cce12a4322ad2261,015ca483930905b6cce12a4322ad2261,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:30
.\final_bench\enwik8_samples\enwik8_128kb_0,31,15359,15871,1000,79322,1108.903113,1108.903113,0.000000,0.000000,12,0,2,0,0,3752,31,none,snap_31,7799aba0c0990795e4910f2e9dd2aa0f,7799aba0c0990795e4910f2e9dd2aa0f,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:31
.\final_bench\enwik8_samples\enwik8_128kb_0,32,15871,16383,134920,315678,1933.474610,1945.759157,-12.284547,-0.635361,18,0,3,0,0,7120,31,none,snap_32,4f064a8ec4b8bfcf723c6d159df2c3d5,4f064a8ec4b8bfcf723c6d159df2c3d5,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:32
.\final_bench\enwik8_samples\enwik8_128kb_0,33,16383,16895,315912,345904,1401.812951,1401.812951,0.000000,0.000000,15,0,2,0,0,7784,31,none,snap_33,149e79c8f3d72764a3d06909e79d4828,149e79c8f3d72764a3d06909e79d4828,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:33
.\final_bench\enwik8_samples\enwik8_128kb_0,34,16895,17407,166404,334102,1003.232109,803.903467,199.328642,19.868647,15,1,0,2,5,246032,31,cand_0_bud_2,snap_34,adccb7e5d53411952252baf1f35618ec,adccb7e5d53411952252baf1f35618ec,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:34
.\final_bench\enwik8_samples\enwik8_128kb_0,35,17407,17919,481,255599,379.994255,379.994255,0.000000,0.000000,18,0,2,0,0,2200,31,none,snap_35,87931280577f60502c4e3a7805d9e082,87931280577f60502c4e3a7805d9e082,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:35
.\final_bench\enwik8_samples\enwik8_128kb_0,36,17919,18431,481,391494,396.064633,396.064633,0.000000,0.000000,25,0,2,0,0,2200,31,none,snap_36,87931280577f60502c4e3a7805d9e082,87931280577f60502c4e3a7805d9e082,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:36
.\final_bench\enwik8_samples\enwik8_128kb_0,37,18431,18943,26519,96023,1227.412761,1258.938699,-31.525937,-2.568487,15,0,3,0,0,53648,31,none,snap_37,636f239f9de05e19304dd4087621e4ff,636f239f9de05e19304dd4087621e4ff,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:37
.\final_bench\enwik8_samples\enwik8_128kb_0,38,18943,19455,104277,347656,1931.481781,1957.554220,-26.072439,-1.349867,22,0,0,2,0,249480,31,none,snap_38,33866f07e9a0bfd25fd750fdfd5b2c4e,33866f07e9a0bfd25fd750fdfd5b2c4e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:38
.\final_bench\enwik8_samples\enwik8_128kb_0,39,19455,19967,294914,382584,1597.108673,1632.467529,-35.358856,-2.213929,24,0,0,1,0,21568,31,none,snap_39,ed59368c3dd11b4432b1ad72e2e8f499,ed59368c3dd11b4432b1ad72e2e8f499,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:39
.\final_bench\enwik8_samples\enwik8_128kb_0,40,19967,20479,7386,41793,1821.334207,1850.104137,-28.769930,-1.579607,18,0,3,0,0,25792,31,none,snap_40,117da3edc024e4481a5ea58345d899e5,117da3edc024e4481a5ea58345d899e5,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:40
.\final_bench\enwik8_samples\enwik8_128kb_0,41,20479,20991,1071,54719,2054.317100,1479.474580,574.842521,27.982171,12,1,0,2,5,4632,31,cand_0_bud_2,snap_41,6fd5487e0f5a323aef0760e13b7d124a,6fd5487e0f5a323aef0760e13b7d124a,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:41
.\final_bench\enwik8_samples\enwik8_128kb_0,42,20991,21503,884,58027,2044.629504,2044.629504,0.000000,0.000000,22,0,2,0,0,4016,31,none,snap_42,570d6cd880870dbf4f4267bf55f75d9e,570d6cd880870dbf4f4267bf55f75d9e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:42
.\final_bench\enwik8_samples\enwik8_128kb_0,43,21503,22015,3407,90269,2015.600863,2029.294378,-13.693516,-0.679376,17,0,3,0,0,12952,31,none,snap_43,61ef67a317e5baffb120014d2ebb68a5,61ef67a317e5baffb120014d2ebb68a5,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:43
.\final_bench\enwik8_samples\enwik8_128kb_0,44,22015,22527,218266,358888,2028.713803,2072.969265,-44.255462,-2.181454,15,0,0,0,0,47816,31,none,snap_44,4bdfec28aec83d22bcde0a354f72249d,4bdfec28aec83d22bcde0a354f72249d,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:44
.\final_bench\enwik8_samples\enwik8_128kb_0,45,22527,23039,17846,107223,1820.313789,1841.315765,-21.001975,-1.153756,21,0,3,2,0,47896,31,none,snap_45,ee509f9c07e4042b6f65faf58d9784b3,ee509f9c07e4042b6f65faf58d9784b3,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:45
.\final_bench\enwik8_samples\enwik8_128kb_0,46,23039,23551,979,71777,1662.940163,1309.940606,352.999557,21.227436,21,1,0,2,5,4224,31,cand_0_bud_2,snap_46,249b6f1118277bb78d39cf0318d9ef1d,249b6f1118277bb78d39cf0318d9ef1d,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:46
.\final_bench\enwik8_samples\enwik8_128kb_0,47,23551,24063,124233,406671,1591.838429,1646.878249,-55.039820,-3.457626,18,0,0,0,0,69680,31,none,snap_47,d78fd00309557dc35c279bdda13b5cad,d78fd00309557dc35c279bdda13b5cad,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:47
.\final_bench\enwik8_samples\enwik8_128kb_0,48,24063,24575,2318,109783,1852.301288,1892.178752,-39.877464,-2.152861,27,0,3,0,0,8968,31,none,snap_48,5fcfeb9674d854ab9e6e72dddeaa1672,5fcfeb9674d854ab9e6e72dddeaa1672,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:48
.\final_bench\enwik8_samples\enwik8_128kb_0,49,24575,25087,56,46592,1913.336785,1913.336785,0.000000,0.000000,18,0,2,0,0,496,31,none,snap_49,8aca7bd9e51eca730292fad66d7deb1e,8aca7bd9e51eca730292fad66d7deb1e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:49
.\final_bench\enwik8_samples\enwik8_128kb_0,50,25087,25599,257,85924,1970.444738,1970.444738,0.000000,0.000000,15,0,2,0,0,1408,31,none,snap_50,9db2d49717ed15f8dbaf34831bb47128,9db2d49717ed15f8dbaf34831bb47128,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:50
.\final_bench\enwik8_samples\enwik8_128kb_0,51,25599,26111,239885,538838,1940.287178,1964.577130,-24.289952,-1.251874,30,0,0,1,0,153640,31,none,snap_51,7bb9e0de7302730659b63a06ca99208a,7bb9e0de7302730659b63a06ca99208a,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:51
.\final_bench\enwik8_samples\enwik8_128kb_0,52,26111,26623,944,64654,1928.193182,1928.193182,0.000000,0.000000,26,0,2,0,0,4280,31,none,snap_52,ab1e1a286a98ffec4bfbbcc8490785e0,ab1e1a286a98ffec4bfbbcc8490785e0,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:52
.\final_bench\enwik8_samples\enwik8_128kb_0,53,26623,27135,2496,372833,1689.003945,642.412660,1046.591285,61.964999,15,1,0,3,5,9360,31,cand_0_bud_3,snap_53,6d5748ed5bba6a25c5a6d5dd25870959,6d5748ed5bba6a25c5a6d5dd25870959,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:53
.\final_bench\enwik8_samples\enwik8_128kb_0,54,27135,27647,263516,386077,1440.842661,1440.842661,0.000000,0.000000,15,0,2,0,0,8360,31,none,snap_54,049d4e279981824dc55703e3e430d25f,049d4e279981824dc55703e3e430d25f,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:54
.\final_bench\enwik8_samples\enwik8_128kb_0,55,27647,28159,1411,249803,1398.076331,1117.417241,280.659090,20.074661,18,1,0,2,5,6304,31,cand_0_bud_2,snap_55,04a1e5e97840858229935a64c7195605,04a1e5e97840858229935a64c7195605,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:55
.\final_bench\enwik8_samples\enwik8_128kb_0,56,28159,28671,122663,355955,1180.009348,1180.009348,0.000000,0.000000,6,0,3,0,0,14664,31,none,snap_56,eaf50c745bdd6b904d514bf649c0dd99,eaf50c745bdd6b904d514bf649c0dd99,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:56
.\final_bench\enwik8_samples\enwik8_128kb_0,57,28671,29183,246874,369077,1046.020407,1104.274876,-58.254469,-5.569152,15,0,0,0,0,187464,31,none,snap_57,77ca6ba57916e575abffb274d48e0617,77ca6ba57916e575abffb274d48e0617,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:57
.\final_bench\enwik8_samples\enwik8_128kb_0,58,29183,29695,168381,625554,1571.137641,1567.921506,3.216135,0.204701,12,1,0,2,5,27984,31,cand_0_bud_2,snap_58,631b5508860e9692a68b858ca3525fb1,631b5508860e9692a68b858ca3525fb1,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:58
.\final_bench\enwik8_samples\enwik8_128kb_0,59,29695,30207,156667,429220,1789.735518,1805.912644,-16.177126,-0.903884,19,0,3,0,0,132728,31,none,snap_59,2b5b9f1c3976c60cd7c15eeeb40cbed1,2b5b9f1c3976c60cd7c15eeeb40cbed1,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:59
.\final_bench\enwik8_samples\enwik8_128kb_0,60,30207,30719,251246,361364,1475.148648,1419.755352,55.393296,3.755099,15,1,0,2,5,20280,31,cand_0_bud_2,snap_60,7edb6699932d67e1cfa2941e9a8a429e,7edb6699932d67e1cfa2941e9a8a429e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:60
.\final_bench\enwik8_samples\enwik8_128kb_0,61,30719,31231,5708,69757,380.326629,432.258998,-51.932369,-13.654676,24,0,3,0,0,14768,31,none,snap_61,70ae3ba29361640f34152a631833111a,70ae3ba29361640f34152a631833111a,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:61
.\final_bench\enwik8_samples\enwik8_128kb_0,62,31231,31743,11515,260659,309.213574,348.414071,-39.200497,-12.677483,12,0,3,0,0,34192,31,none,snap_62,80b1071bc5c0387534f1f959ee448be4,80b1071bc5c0387534f1f959ee448be4,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:62
.\final_bench\enwik8_samples\enwik8_128kb_0,63,31743,32255,200604,469406,1409.635596,1420.565453,-10.929857,-0.775368,12,0,0,0,0,450080,31,none,snap_63,372e034884372c9adc699453a4a493b6,372e034884372c9adc699453a4a493b6,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:63
.\final_bench\enwik8_samples\enwik8_128kb_0,64,32255,32767,249747,384852,1963.305742,2004.503887,-41.198145,-2.098407,9,0,3,0,0,32344,31,none,snap_64,339ab84beb064cc974d617571eaef50c,339ab84beb064cc974d617571eaef50c,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:64
.\final_bench\enwik8_samples\enwik8_128kb_0,65,32767,33279,12489,115178,2160.377799,2225.107460,-64.729661,-2.996220,15,0,3,0,0,18256,31,none,snap_65,95c24cd6d0e42273c276f9667b0d0374,95c24cd6d0e42273c276f9667b0d0374,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:65
.\final_bench\enwik8_samples\enwik8_128kb_0,66,33279,33791,12,53371,1804.925623,1804.925623,0.000000,0.000000,15,0,2,0,0,168,31,none,snap_66,ea692cd491d55f9209e7dfd095db546e,ea692cd491d55f9209e7dfd095db546e,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:66
.\final_bench\enwik8_samples\enwik8_128kb_0,67,33791,34303,252082,359958,1140.844280,1113.142790,27.701490,2.428157,18,1,0,2,5,6776,31,cand_0_bud_2,snap_67,6b896448ae9cdda0ee0d251df1005737,6b896448ae9cdda0ee0d251df1005737,enwik8_samples,agent_v2,policy_aligned,20251003_215646,enwik8_128kb_0:67
